ID,pdf_name,year,report_name,company_name,Country,Sector,Ticker,Website,"NACE Rev. 2, core code (4 digits)","NAICS 2022, core code (4 digits)","US SIC, core code (3 digits)","US SIC, primary code(s)",NACE Section,NACE Group,NAICS Category,LEI (Legal Entity Identifier),BvD ID number,FTSE 100 (01 01 2025),LSE URL,Description,RQI,CT
10,10_Abbott Laboratories_2019.pdf,2019,2019 Annual Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.96746991,0.686727834
10,10_Abbott Laboratories_2020.pdf,2020,2020 Annual Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.742033306,0.411746443
10,10_Abbott Laboratories_2021.pdf,2021,2021 Annual Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.4950151,0.795030167
10,10_Abbott Laboratories_2022.pdf,2022,2022 Annual Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.1182658,0.453965339
10,10_Abbott Laboratories_2023.pdf,2023,2023 Annual Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.294292685,0.606931196
10,10_Abbott_2010_CSR.pdf,2010,2010 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.856426466,0.905178322
10,10_Abbott_2011_CSR.pdf,2011,2011 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.969707295,0.407184597
10,10_Abbott_2013_CSR.pdf,2013,2013 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.604066512,0.532188407
10,10_Abbott_2014_CSR.pdf,2014,2014 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.907658574,0.558703584
10,10_Abbott_2015_CSR.pdf,2015,2015 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.796665537,0.735846618
10,10_Abbott_2016_CSR.pdf,2016,2016 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.984770016,0.485360095
10,10_Abbott_2017_CSR.pdf,2017,2017 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.71163428,0.590171955
10,10_Abbott_2018_CSR.pdf,2018,2018 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.217717382,0.230100724
10,10_Abbott_2019_CSR.pdf,2019,2019 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.340192787,0.524868267
10,10_Abbott_2020_CSR.pdf,2020,2020 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.041557455,0.620520341
10,10_Abbott_2021_CSR.pdf,2021,2021 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.372758015,0.294158141
10,10_Abbott_2022_CSR.pdf,2022,2022 Sustainability Report ,Abbott Laboratories,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABT,https://www.abbott.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,HQD377W2YR662HK5JX27,US360698440,No,,"Abbott Laboratories is a global healthcare company. The Company's portfolio of technologies spans the spectrum of healthcare, with businesses and products in diagnostics, medical devices, nutritional and branded generic medicines. Its segments include Established Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Medical Devices.",0.198489209,0.276872733
11,11_Abbvie Inc_2012.pdf,2012,2012 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.503840884,0.809208324
11,11_Abbvie Inc_2013.pdf,2013,2013 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.496629997,0.91211392
11,11_Abbvie Inc_2014.pdf,2014,2014 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.982517737,0.610876793
11,11_Abbvie Inc_2015.pdf,2015,2015 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.783540343,0.688577526
11,11_Abbvie Inc_2016.pdf,2016,2016 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.49611601,0.64326248
11,11_Abbvie Inc_2017.pdf,2017,2017 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.171995628,0.884781801
11,11_Abbvie Inc_2018.pdf,2018,2018 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.11093347,0.905984381
11,11_Abbvie Inc_2019.pdf,2019,2019 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.017976045,0.764011429
11,11_Abbvie Inc_2020.pdf,2020,2020 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.268774069,0.210045187
11,11_Abbvie Inc_2021.pdf,2021,2021 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.077436754,0.893798172
11,11_Abbvie Inc_2022.pdf,2022,2022 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.450019826,0.786962478
11,11_Abbvie Inc_2023.pdf,2023,2023 Annual Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.223197407,0.179991562
11,11_Abbvie_2014_CSR.pdf,2014,2014 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.786764856,0.768923141
11,11_Abbvie_2015_CSR.pdf,2015,2015 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.433046195,0.898664363
11,11_Abbvie_2017_CSR.pdf,2017,2017 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.287161938,0.443950874
11,11_Abbvie_2018 1_CSR.pdf,2018,2018 Sustainability Report 1,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.106039949,0.712233461
11,11_Abbvie_2018_CSR.pdf,2018,2018 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.965733411,0.193311252
11,11_Abbvie_2019 1_CSR.pdf,2019,2019 Sustainability Report 1,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.441120233,0.01598581
11,11_Abbvie_2019_CSR.pdf,2019,2019 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.346601132,0.865585855
11,11_Abbvie_2020_CSR.pdf,2020,2020 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.444527021,0.734271813
11,11_Abbvie_2021_CSR.pdf,2021,2021 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.435353334,0.648322706
11,11_Abbvie_2022 1_CSR.pdf,2022,2022 Sustainability Report 1,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.902986544,0.183983043
11,11_Abbvie_2022_CSR.pdf,2022,2022 Sustainability Report ,AbbVie Inc.,United States of America,"Chemicals, Petroleum, Rubber & Plastic",ABBV,https://www.abbvie.com,2120,3254,283,2834,MANUFACTURING,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacturing,FR5LCKFTG8054YNNRU85,US320375147,No,,"AbbVie Inc. is a diversified research-based biopharmaceutical company. The Company is engaged in the research and development, manufacturing, commercialization and sale of medicines and therapies.",0.586367841,0.562243563
